tran_id,card_id,card_number,customer_code,card_type,tran_amt_acy,tran_amt_lcy,tran_currency,cr_dr,tran_date,tran_type,tran_type_name,tran_desc,merchant_id,merchant_name,tran_status
TXN_CARD_C_000254_01_000001,CARD_C_000254_01,****-****-****-1763,C_000254,CREDIT,4356127.55,4356127.55,VND,DR,2021-04-01,ONLINE PAYMENT,Payment To Repost,Payment To Koi Thé Repost,MERCH_30564,Koi Thé,posted
TXN_CARD_C_000254_01_000002,CARD_C_000254_01,****-****-****-1763,C_000254,CREDIT,1750861.03,1750861.03,VND,DR,2023-02-03,ONLINE PAYMENT,Payment To Repost,Payment To Other Repost,MERCH_72044,Other,posted
TXN_CARD_C_000254_02_000001,CARD_C_000254_02,****-****-****-4720,C_000254,DEBIT,3172924.14,95187724.2,EUR,DR,2024-01-19,ATM/POS,ATM,ATM Withdrawal at Other,MERCH_98920,Other,posted
TXN_CARD_C_000254_03_000001,CARD_C_000254_03,****-****-****-4445,C_000254,CREDIT,9642156.46,9642156.46,VND,DR,2023-02-24,ATM/POS,ATM 2Prs,ATM Transaction at Shopee,MERCH_76520,Shopee,posted
TXN_CARD_C_000254_03_000002,CARD_C_000254_03,****-****-****-4445,C_000254,CREDIT,8960296.74,8960296.74,VND,DR,2023-07-14,ONLINE PAYMENT,Payment From Wallet,Payment From FamilyMart Wallet,MERCH_98963,FamilyMart,posted
TXN_CARD_C_000254_03_000003,CARD_C_000254_03,****-****-****-4445,C_000254,CREDIT,2848462.47,2848462.47,VND,DR,2024-03-11,ONLINE PAYMENT,Payment To Repost,Payment To 7-Eleven Repost,MERCH_81496,7-Eleven,posted
TXN_CARD_C_000254_04_000001,CARD_C_000254_04,****-****-****-1829,C_000254,CREDIT,7242452.34,217273570.2,EUR,DR,2022-01-12,ONLINE PAYMENT,Payment From Wallet,Payment From KFC Wallet,MERCH_98569,KFC,posted
TXN_CARD_C_000255_01_000001,CARD_C_000255_01,****-****-****-2435,C_000255,DEBIT,3796933.43,3796933.43,VND,CR,2023-09-22,CREDIT,Payment To Credit Card,Credit Card Payment to Metro,MERCH_21174,Metro,posted
TXN_CARD_C_000255_01_000002,CARD_C_000255_01,****-****-****-2435,C_000255,DEBIT,7777334.99,7777334.99,VND,DR,2023-10-27,ONLINE PAYMENT,Repost Retail,Other Retail Payment,MERCH_86498,Other,inactive
TXN_CARD_C_000255_01_000003,CARD_C_000255_01,****-****-****-2435,C_000255,DEBIT,7193752.64,7193752.64,VND,DR,2025-09-19,ONLINE PAYMENT,Payment From Wallet,Payment From Other Wallet,MERCH_55624,Other,posted
TXN_CARD_C_000255_02_000001,CARD_C_000255_02,****-****-****-1214,C_000255,DEBIT,3799010.44,3799010.44,VND,CR,2022-10-06,CASHBACK,Cash Back,Cash Back from Cong Coffee,MERCH_98199,Cong Coffee,posted
TXN_CARD_C_000256_01_000001,CARD_C_000256_01,****-****-****-3883,C_000256,DEBIT,3627899.91,3627899.91,VND,CR,2022-03-12,CASHBACK,Cash Back,Cash Back from Aeon Mall,MERCH_95432,Aeon Mall,posted
TXN_CARD_C_000256_01_000002,CARD_C_000256_01,****-****-****-3883,C_000256,DEBIT,1733291.36,51998740.800000004,EUR,DR,2023-06-25,ONLINE PAYMENT,Payment To Repost,Payment To Ding Tea Repost,MERCH_47679,Ding Tea,posted
TXN_CARD_C_000256_02_000001,CARD_C_000256_02,****-****-****-7798,C_000256,CREDIT,7715240.94,7715240.94,VND,CR,2020-03-25,CREDIT,Credit,Credit Refund from Circle K,MERCH_72664,Circle K,posted
TXN_CARD_C_000256_02_000002,CARD_C_000256_02,****-****-****-7798,C_000256,CREDIT,1570942.47,39273561.75,USD,DR,2021-04-08,ONLINE PAYMENT,Repost Retail,VinMart Retail Payment,MERCH_12696,VinMart,decline service
TXN_CARD_C_000257_01_000001,CARD_C_000257_01,****-****-****-4596,C_000257,CREDIT,7632339.26,7632339.26,VND,DR,2024-08-06,ONLINE PAYMENT,Payment To Repost,Payment To VinMart Repost,MERCH_19982,VinMart,posted
TXN_CARD_C_000257_01_000002,CARD_C_000257_01,****-****-****-4596,C_000257,CREDIT,1815712.66,45392816.5,USD,CR,2024-09-02,CASHBACK,Cash Back,Cash Back from 7-Eleven,MERCH_27630,7-Eleven,posted
TXN_CARD_C_000257_02_000001,CARD_C_000257_02,****-****-****-5854,C_000257,DEBIT,2966916.37,2966916.37,VND,DR,2022-02-17,ONLINE PAYMENT,Repost Retail,Starbucks Retail Payment,MERCH_92535,Starbucks,posted
TXN_CARD_C_000257_02_000002,CARD_C_000257_02,****-****-****-5854,C_000257,DEBIT,5742207.98,172266239.4,EUR,DR,2023-04-22,ONLINE PAYMENT,Payment to Wallet,Payment to VinMart Wallet,MERCH_99664,VinMart,posted
TXN_CARD_C_000258_01_000001,CARD_C_000258_01,****-****-****-6134,C_000258,CREDIT,8594393.47,8594393.47,VND,DR,2023-03-12,ONLINE PAYMENT,Payment From Wallet,Payment From The Gioi Di Dong Wallet,MERCH_89873,The Gioi Di Dong,posted
TXN_CARD_C_000258_01_000002,CARD_C_000258_01,****-****-****-6134,C_000258,CREDIT,1386164.11,1386164.11,VND,DR,2023-11-28,ONLINE PAYMENT,Payment To Repost,Payment To Trung Nguyen Coffee Repost,MERCH_54832,Trung Nguyen Coffee,posted
TXN_CARD_C_000258_01_000003,CARD_C_000258_01,****-****-****-6134,C_000258,CREDIT,5999571.1,5999571.1,VND,DR,2024-10-30,ONLINE PAYMENT,Payment to Wallet,Payment to Dien May Xanh Wallet,MERCH_72420,Dien May Xanh,posted
TXN_CARD_C_000258_02_000001,CARD_C_000258_02,****-****-****-9786,C_000258,DEBIT,9442585.52,9442585.52,VND,DR,2024-07-19,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at VinMart ATM,MERCH_82486,VinMart,posted
TXN_CARD_C_000258_02_000002,CARD_C_000258_02,****-****-****-9786,C_000258,DEBIT,4414619.7,4414619.7,VND,DR,2025-09-06,ONLINE PAYMENT,Payment From Wallet,Payment From Shopee Wallet,MERCH_55119,Shopee,posted
TXN_CARD_C_000258_02_000003,CARD_C_000258_02,****-****-****-9786,C_000258,DEBIT,4607804.89,4607804.89,VND,DR,2025-09-25,ONLINE PAYMENT,Repost Retail,VinMart Retail Payment,MERCH_65136,VinMart,posted
TXN_CARD_C_000259_01_000001,CARD_C_000259_01,****-****-****-3820,C_000259,DEBIT,6908578.56,172714464.0,USD,DR,2022-05-22,ATM/POS,ATM 2Prs,ATM Transaction at Other,MERCH_81436,Other,inactive
TXN_CARD_C_000259_01_000002,CARD_C_000259_01,****-****-****-3820,C_000259,DEBIT,3320854.99,99625649.7,EUR,DR,2023-04-15,ONLINE PAYMENT,Payment To Repost,Payment To Lazada Repost,MERCH_92588,Lazada,decline service
TXN_CARD_C_000259_02_000001,CARD_C_000259_02,****-****-****-4483,C_000259,CREDIT,4542866.52,4542866.52,VND,DR,2022-09-24,ONLINE PAYMENT,Payment to Wallet,Payment to Other Wallet,MERCH_68099,Other,posted
TXN_CARD_C_000259_02_000002,CARD_C_000259_02,****-****-****-4483,C_000259,CREDIT,4531181.73,4531181.73,VND,DR,2025-02-20,ONLINE PAYMENT,Repost Retail,FPT Shop Retail Payment,MERCH_86826,FPT Shop,inactive
TXN_CARD_C_000259_03_000001,CARD_C_000259_03,****-****-****-4224,C_000259,DEBIT,9613666.36,240341659.0,USD,DR,2022-03-15,OTHER,Note Acceptance,Note Acceptance at Ding Tea,MERCH_10443,Ding Tea,inactive
TXN_CARD_C_000259_04_000001,CARD_C_000259_04,****-****-****-7960,C_000259,CREDIT,2557375.8,2557375.8,VND,DR,2023-08-02,ONLINE PAYMENT,Repost Retail,Boba Retail Payment,MERCH_65221,Boba,posted
TXN_CARD_C_000260_01_000001,CARD_C_000260_01,****-****-****-8655,C_000260,DEBIT,3042091.24,3042091.24,VND,DR,2025-09-09,ONLINE PAYMENT,Payment to Wallet,Payment to Coopmart Wallet,MERCH_21331,Coopmart,posted
TXN_CARD_C_000260_02_000001,CARD_C_000260_02,****-****-****-6153,C_000260,CREDIT,4325272.5,4325272.5,VND,DR,2025-09-18,ONLINE PAYMENT,Payment From Wallet,Payment From Ding Tea Wallet,MERCH_47569,Ding Tea,posted
TXN_CARD_C_000260_03_000001,CARD_C_000260_03,****-****-****-7506,C_000260,DEBIT,4335216.31,4335216.31,VND,DR,2022-05-30,ONLINE PAYMENT,Repost Retail,Starbucks Retail Payment,MERCH_89283,Starbucks,posted
TXN_CARD_C_000260_03_000002,CARD_C_000260_03,****-****-****-7506,C_000260,DEBIT,3014803.05,3014803.05,VND,DR,2022-07-26,ONLINE PAYMENT,Payment To Repost,Payment To Tocotoco Repost,MERCH_14900,Tocotoco,posted
TXN_CARD_C_000261_01_000001,CARD_C_000261_01,****-****-****-2873,C_000261,DEBIT,9307640.32,9307640.32,VND,DR,2024-01-24,ATM/POS,ATM,ATM Withdrawal at Chatime,MERCH_58452,Chatime,posted
TXN_CARD_C_000261_01_000002,CARD_C_000261_01,****-****-****-2873,C_000261,DEBIT,9565219.23,286956576.90000004,EUR,DR,2024-10-11,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Gong Cha ATM,MERCH_15378,Gong Cha,posted
TXN_CARD_C_000261_01_000003,CARD_C_000261_01,****-****-****-2873,C_000261,DEBIT,5903897.96,177116938.8,EUR,DR,2025-09-09,ONLINE PAYMENT,Payment From Wallet,Payment From VinMart Wallet,MERCH_14243,VinMart,posted
TXN_CARD_C_000261_02_000001,CARD_C_000261_02,****-****-****-7621,C_000261,DEBIT,6595797.08,6595797.08,VND,DR,2024-12-21,ONLINE PAYMENT,Payment To Repost,Payment To Other Repost,MERCH_91105,Other,posted
TXN_CARD_C_000262_01_000001,CARD_C_000262_01,****-****-****-7546,C_000262,DEBIT,2897480.58,2897480.58,VND,DR,2023-08-11,OTHER,Unique,Unique Transaction at Koi Thé,MERCH_73120,Koi Thé,posted
TXN_CARD_C_000262_02_000001,CARD_C_000262_02,****-****-****-5183,C_000262,DEBIT,7155983.04,178899576.0,USD,DR,2025-03-01,OTHER,Unique,Unique Transaction at Ding Tea,MERCH_72713,Ding Tea,posted
TXN_CARD_C_000262_02_000002,CARD_C_000262_02,****-****-****-5183,C_000262,DEBIT,4658468.4,4658468.4,VND,DR,2025-09-29,OTHER,Note Acceptance,Note Acceptance at Cong Coffee,MERCH_54670,Cong Coffee,posted
TXN_CARD_C_000262_02_000003,CARD_C_000262_02,****-****-****-5183,C_000262,DEBIT,6945296.11,6945296.11,VND,DR,2025-09-30,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Domino's Pizza ATM,MERCH_20767,Domino's Pizza,posted
TXN_CARD_C_000263_01_000001,CARD_C_000263_01,****-****-****-1022,C_000263,CREDIT,3589632.86,3589632.86,VND,DR,2025-04-12,ONLINE PAYMENT,Repost Retail,Lazada Retail Payment,MERCH_23858,Lazada,inactive
TXN_CARD_C_000263_01_000002,CARD_C_000263_01,****-****-****-1022,C_000263,CREDIT,1239732.76,1239732.76,VND,DR,2025-09-02,ONLINE PAYMENT,Payment To Repost,Payment To Jollibee Repost,MERCH_53545,Jollibee,posted
TXN_CARD_C_000263_01_000003,CARD_C_000263_01,****-****-****-1022,C_000263,CREDIT,3815159.26,3815159.26,VND,DR,2025-09-08,ONLINE PAYMENT,Payment to Wallet,Payment to Other Wallet,MERCH_98922,Other,posted
TXN_CARD_C_000263_02_000001,CARD_C_000263_02,****-****-****-9938,C_000263,DEBIT,6212790.73,6212790.73,VND,DR,2023-11-03,ONLINE PAYMENT,Payment to Wallet,Payment to Other Wallet,MERCH_93435,Other,posted
TXN_CARD_C_000263_03_000001,CARD_C_000263_03,****-****-****-9731,C_000263,CREDIT,5954784.9,148869622.5,USD,DR,2021-07-06,ONLINE PAYMENT,Payment To Repost,Payment To The Gioi Di Dong Repost,MERCH_74643,The Gioi Di Dong,posted
TXN_CARD_C_000263_03_000002,CARD_C_000263_03,****-****-****-9731,C_000263,CREDIT,6028470.86,6028470.86,VND,DR,2022-09-02,ONLINE PAYMENT,Payment To Repost,Payment To Other Repost,MERCH_37788,Other,posted
TXN_CARD_C_000263_03_000003,CARD_C_000263_03,****-****-****-9731,C_000263,CREDIT,3164781.96,79119549.0,USD,DR,2023-02-07,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Shopee ATM,MERCH_72085,Shopee,posted
TXN_CARD_C_000264_01_000001,CARD_C_000264_01,****-****-****-3698,C_000264,DEBIT,2498621.51,2498621.51,VND,DR,2023-02-12,ATM/POS,ATM 2Prs,ATM Transaction at Ding Tea,MERCH_60138,Ding Tea,posted
TXN_CARD_C_000264_01_000002,CARD_C_000264_01,****-****-****-3698,C_000264,DEBIT,9956794.18,9956794.18,VND,DR,2023-08-04,ATM/POS,ATM 2Prs,ATM Transaction at McDonald's,MERCH_12250,McDonald's,posted
TXN_CARD_C_000264_02_000001,CARD_C_000264_02,****-****-****-6232,C_000264,DEBIT,7666188.67,7666188.67,VND,DR,2024-05-16,ATM/POS,ATM,ATM Withdrawal at BigC,MERCH_76574,BigC,posted
TXN_CARD_C_000264_03_000001,CARD_C_000264_03,****-****-****-3931,C_000264,CREDIT,5019859.0,5019859.0,VND,DR,2022-05-28,ONLINE PAYMENT,Payment From Wallet,Payment From Boba Wallet,MERCH_18924,Boba,posted
TXN_CARD_C_000264_03_000002,CARD_C_000264_03,****-****-****-3931,C_000264,CREDIT,2500396.69,2500396.69,VND,DR,2022-10-23,ONLINE PAYMENT,Payment To Repost,Payment To Lotteria Repost,MERCH_15728,Lotteria,closed
TXN_CARD_C_000264_03_000003,CARD_C_000264_03,****-****-****-3931,C_000264,CREDIT,5389296.83,5389296.83,VND,DR,2023-02-21,ONLINE PAYMENT,Payment to Wallet,Payment to Other Wallet,MERCH_87743,Other,posted
TXN_CARD_C_000265_01_000001,CARD_C_000265_01,****-****-****-1431,C_000265,DEBIT,9720310.79,9720310.79,VND,DR,2021-02-19,ONLINE PAYMENT,Payment To Repost,Payment To Pizza Hut Repost,MERCH_82668,Pizza Hut,posted
TXN_CARD_C_000265_01_000002,CARD_C_000265_01,****-****-****-1431,C_000265,DEBIT,1732917.03,1732917.03,VND,DR,2024-11-14,OTHER,Note Acceptance,Note Acceptance at BigC,MERCH_35584,BigC,posted
TXN_CARD_C_000265_02_000001,CARD_C_000265_02,****-****-****-7941,C_000265,CREDIT,8570974.91,8570974.91,VND,DR,2022-08-09,ATM/POS,ATM 2Prs,ATM Transaction at Dien May Xanh,MERCH_51970,Dien May Xanh,closed
TXN_CARD_C_000265_02_000002,CARD_C_000265_02,****-****-****-7941,C_000265,CREDIT,3963674.14,3963674.14,VND,DR,2023-09-17,ATM/POS,ATM 2Prs,ATM Transaction at Other,MERCH_18350,Other,posted
TXN_CARD_C_000265_02_000003,CARD_C_000265_02,****-****-****-7941,C_000265,CREDIT,9550737.67,9550737.67,VND,DR,2025-09-22,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Chatime ATM,MERCH_73628,Chatime,posted
TXN_CARD_C_000265_03_000001,CARD_C_000265_03,****-****-****-9665,C_000265,DEBIT,7583260.66,227497819.8,EUR,DR,2025-09-07,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Trung Nguyen Coffee ATM,MERCH_48276,Trung Nguyen Coffee,decline service
TXN_CARD_C_000265_03_000002,CARD_C_000265_03,****-****-****-9665,C_000265,DEBIT,3007399.2,3007399.2,VND,DR,2025-09-30,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at McDonald's ATM,MERCH_14467,McDonald's,posted
TXN_CARD_C_000265_04_000001,CARD_C_000265_04,****-****-****-1030,C_000265,CREDIT,5400001.72,5400001.72,VND,DR,2024-09-12,ONLINE PAYMENT,Payment to Wallet,Payment to Other Wallet,MERCH_51674,Other,posted
TXN_CARD_C_000265_04_000002,CARD_C_000265_04,****-****-****-1030,C_000265,CREDIT,6082259.44,182467783.20000002,EUR,DR,2025-09-25,ONLINE PAYMENT,Payment From Wallet,Payment From Other Wallet,MERCH_54328,Other,posted
TXN_CARD_C_000266_01_000001,CARD_C_000266_01,****-****-****-9729,C_000266,CREDIT,2850413.73,2850413.73,VND,CR,2020-03-15,CASHBACK,Cash Back,Cash Back from Other,MERCH_93480,Other,posted
TXN_CARD_C_000266_01_000002,CARD_C_000266_01,****-****-****-9729,C_000266,CREDIT,8192076.04,8192076.04,VND,DR,2020-12-22,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Other ATM,MERCH_27713,Other,posted
TXN_CARD_C_000266_02_000001,CARD_C_000266_02,****-****-****-1526,C_000266,DEBIT,7363491.64,7363491.64,VND,DR,2021-09-17,ONLINE PAYMENT,Repost Retail,McDonald's Retail Payment,MERCH_27486,McDonald's,posted
TXN_CARD_C_000266_02_000002,CARD_C_000266_02,****-****-****-1526,C_000266,DEBIT,7341807.99,7341807.99,VND,DR,2024-02-08,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Starbucks ATM,MERCH_47297,Starbucks,posted
TXN_CARD_C_000266_03_000001,CARD_C_000266_03,****-****-****-4139,C_000266,CREDIT,7233853.52,7233853.52,VND,DR,2025-01-09,ONLINE PAYMENT,Payment to Wallet,Payment to Other Wallet,MERCH_38949,Other,posted
TXN_CARD_C_000266_04_000001,CARD_C_000266_04,****-****-****-4565,C_000266,DEBIT,9690862.6,9690862.6,VND,DR,2020-02-11,ONLINE PAYMENT,Payment From Wallet,Payment From Lotte Mart Wallet,MERCH_23779,Lotte Mart,posted
TXN_CARD_C_000266_04_000002,CARD_C_000266_04,****-****-****-4565,C_000266,DEBIT,1795003.97,1795003.97,VND,CR,2022-10-29,CREDIT,Credit,Credit Refund from Starbucks,MERCH_11368,Starbucks,posted
TXN_CARD_C_000266_04_000003,CARD_C_000266_04,****-****-****-4565,C_000266,DEBIT,8924952.15,8924952.15,VND,DR,2023-11-29,ONLINE PAYMENT,Payment To Repost,Payment To FamilyMart Repost,MERCH_14340,FamilyMart,posted
TXN_CARD_C_000267_01_000001,CARD_C_000267_01,****-****-****-6801,C_000267,CREDIT,5378793.05,5378793.05,VND,CR,2024-12-11,CREDIT,Payment To Credit Card,Credit Card Payment to FamilyMart,MERCH_45094,FamilyMart,posted
TXN_CARD_C_000267_01_000002,CARD_C_000267_01,****-****-****-6801,C_000267,CREDIT,4893238.07,4893238.07,VND,DR,2025-03-23,ONLINE PAYMENT,Payment To Repost,Payment To Koi Thé Repost,MERCH_71966,Koi Thé,closed
TXN_CARD_C_000267_02_000001,CARD_C_000267_02,****-****-****-9231,C_000267,DEBIT,7685326.47,7685326.47,VND,DR,2024-08-18,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Phuc Long ATM,MERCH_29334,Phuc Long,decline service
TXN_CARD_C_000267_02_000002,CARD_C_000267_02,****-****-****-9231,C_000267,DEBIT,4404963.55,4404963.55,VND,DR,2025-09-04,ONLINE PAYMENT,Repost Retail,Other Retail Payment,MERCH_43115,Other,posted
TXN_CARD_C_000267_03_000001,CARD_C_000267_03,****-****-****-4317,C_000267,DEBIT,1944835.27,1944835.27,VND,DR,2023-11-07,ONLINE PAYMENT,Payment To Repost,Payment To Cong Coffee Repost,MERCH_64966,Cong Coffee,posted
TXN_CARD_C_000267_04_000001,CARD_C_000267_04,****-****-****-2008,C_000267,DEBIT,6233635.13,6233635.13,VND,DR,2020-08-21,ATM/POS,ATM 2Prs,ATM Transaction at Tiki,MERCH_53118,Tiki,decline service
TXN_CARD_C_000267_04_000002,CARD_C_000267_04,****-****-****-2008,C_000267,DEBIT,7345936.34,7345936.34,VND,CR,2022-07-20,CASHBACK,Cash Back,Cash Back from Other,MERCH_27636,Other,posted
TXN_CARD_C_000268_01_000001,CARD_C_000268_01,****-****-****-2880,C_000268,DEBIT,5655087.56,5655087.56,VND,DR,2025-09-02,ONLINE PAYMENT,Payment From Wallet,Payment From BigC Wallet,MERCH_24479,BigC,decline service
TXN_CARD_C_000268_02_000001,CARD_C_000268_02,****-****-****-3379,C_000268,DEBIT,5296728.01,5296728.01,VND,DR,2024-03-17,ONLINE PAYMENT,Payment To Repost,Payment To Other Repost,MERCH_71425,Other,posted
TXN_CARD_C_000268_02_000002,CARD_C_000268_02,****-****-****-3379,C_000268,DEBIT,1608585.95,1608585.95,VND,DR,2024-07-04,ONLINE PAYMENT,Payment To Repost,Payment To Other Repost,MERCH_48401,Other,posted
TXN_CARD_C_000269_01_000001,CARD_C_000269_01,****-****-****-7691,C_000269,DEBIT,8086119.02,8086119.02,VND,DR,2025-09-03,ONLINE PAYMENT,Payment To Repost,Payment To Aeon Mall Repost,MERCH_16912,Aeon Mall,posted
TXN_CARD_C_000269_01_000002,CARD_C_000269_01,****-****-****-7691,C_000269,DEBIT,2472162.31,2472162.31,VND,DR,2025-09-26,ONLINE PAYMENT,Payment To Repost,Payment To Lotteria Repost,MERCH_47917,Lotteria,posted
TXN_CARD_C_000269_02_000001,CARD_C_000269_02,****-****-****-8881,C_000269,CREDIT,8372822.6,209320565.0,USD,DR,2025-09-28,ONLINE PAYMENT,Payment To Repost,Payment To Circle K Repost,MERCH_44203,Circle K,posted
TXN_CARD_C_000269_03_000001,CARD_C_000269_03,****-****-****-8263,C_000269,DEBIT,6333301.84,6333301.84,VND,CR,2024-08-30,CASHBACK,Cash Back,Cash Back from VinMart,MERCH_14463,VinMart,posted
TXN_CARD_C_000269_03_000002,CARD_C_000269_03,****-****-****-8263,C_000269,DEBIT,9990182.01,9990182.01,VND,CR,2024-11-07,CREDIT,Payment To Credit Card,Credit Card Payment to KFC,MERCH_75934,KFC,decline service
TXN_CARD_C_000269_03_000003,CARD_C_000269_03,****-****-****-8263,C_000269,DEBIT,5975407.6,5975407.6,VND,DR,2025-04-12,ONLINE PAYMENT,Payment From Wallet,Payment From Other Wallet,MERCH_99075,Other,posted
TXN_CARD_C_000269_04_000001,CARD_C_000269_04,****-****-****-3079,C_000269,DEBIT,6333339.08,6333339.08,VND,DR,2025-09-06,ONLINE PAYMENT,Payment to Wallet,Payment to Cong Coffee Wallet,MERCH_75987,Cong Coffee,posted
TXN_CARD_C_000269_04_000002,CARD_C_000269_04,****-****-****-3079,C_000269,DEBIT,7494193.59,7494193.59,VND,CR,2025-09-19,CREDIT,Payment To Credit Card,Credit Card Payment to Other,MERCH_38665,Other,posted
TXN_CARD_C_000269_04_000003,CARD_C_000269_04,****-****-****-3079,C_000269,DEBIT,5435205.26,5435205.26,VND,CR,2025-09-22,CREDIT,Credit,Credit Refund from Cong Coffee,MERCH_85516,Cong Coffee,posted
TXN_CARD_C_000270_01_000001,CARD_C_000270_01,****-****-****-9685,C_000270,DEBIT,2096205.12,52405128.0,USD,DR,2025-09-13,ATM/POS,ATM 2Prs,ATM Transaction at Lotteria,MERCH_40530,Lotteria,inactive
TXN_CARD_C_000270_02_000001,CARD_C_000270_02,****-****-****-4924,C_000270,DEBIT,4485073.06,4485073.06,VND,DR,2021-08-06,ONLINE PAYMENT,Payment To Repost,Payment To Circle K Repost,MERCH_23659,Circle K,posted
TXN_CARD_C_000270_02_000002,CARD_C_000270_02,****-****-****-4924,C_000270,DEBIT,2049443.61,2049443.61,VND,DR,2023-04-20,ONLINE PAYMENT,Payment to Wallet,Payment to Other Wallet,MERCH_80502,Other,posted
TXN_CARD_C_000270_02_000003,CARD_C_000270_02,****-****-****-4924,C_000270,DEBIT,2834902.63,70872565.75,USD,DR,2023-05-27,ONLINE PAYMENT,Payment From Wallet,Payment From Foody Wallet,MERCH_75539,Foody,posted
TXN_CARD_C_000270_03_000001,CARD_C_000270_03,****-****-****-9030,C_000270,DEBIT,6295078.62,6295078.62,VND,DR,2024-06-06,ONLINE PAYMENT,Payment From Wallet,Payment From Other Wallet,MERCH_62354,Other,posted
TXN_CARD_C_000270_03_000002,CARD_C_000270_03,****-****-****-9030,C_000270,DEBIT,4797922.99,119948074.75,USD,DR,2025-09-06,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at KFC ATM,MERCH_48387,KFC,posted
TXN_CARD_C_000270_04_000001,CARD_C_000270_04,****-****-****-9292,C_000270,CREDIT,6203969.95,6203969.95,VND,DR,2025-07-24,ONLINE PAYMENT,Repost Retail,Boba Retail Payment,MERCH_18383,Boba,posted
TXN_CARD_C_000271_01_000001,CARD_C_000271_01,****-****-****-7683,C_000271,DEBIT,3772157.96,3772157.96,VND,DR,2025-09-08,ONLINE PAYMENT,Payment From Wallet,Payment From BigC Wallet,MERCH_80884,BigC,posted
TXN_CARD_C_000271_01_000002,CARD_C_000271_01,****-****-****-7683,C_000271,DEBIT,9083895.83,9083895.83,VND,DR,2025-09-28,ONLINE PAYMENT,Repost Retail,FamilyMart Retail Payment,MERCH_70221,FamilyMart,posted
TXN_CARD_C_000271_02_000001,CARD_C_000271_02,****-****-****-9182,C_000271,DEBIT,1291602.77,1291602.77,VND,DR,2023-12-17,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at 7-Eleven ATM,MERCH_16211,7-Eleven,posted
TXN_CARD_C_000271_02_000002,CARD_C_000271_02,****-****-****-9182,C_000271,DEBIT,9958120.9,9958120.9,VND,DR,2024-12-15,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Other ATM,MERCH_91099,Other,posted
TXN_CARD_C_000271_02_000003,CARD_C_000271_02,****-****-****-9182,C_000271,DEBIT,1339991.22,1339991.22,VND,DR,2025-08-25,ONLINE PAYMENT,Payment To Repost,Payment To The Coffee House Repost,MERCH_26763,The Coffee House,posted
TXN_CARD_C_000271_03_000001,CARD_C_000271_03,****-****-****-8513,C_000271,CREDIT,2014409.6,2014409.6,VND,DR,2022-12-11,ONLINE PAYMENT,Payment To Repost,Payment To Other Repost,MERCH_86274,Other,posted
TXN_CARD_C_000272_01_000001,CARD_C_000272_01,****-****-****-2323,C_000272,CREDIT,9118565.81,9118565.81,VND,DR,2022-03-14,ONLINE PAYMENT,Payment From Wallet,Payment From BigC Wallet,MERCH_37586,BigC,posted
TXN_CARD_C_000272_02_000001,CARD_C_000272_02,****-****-****-5176,C_000272,DEBIT,7308096.52,7308096.52,VND,DR,2020-11-30,ATM/POS,ATM 2Prs,ATM Transaction at Lotte Mart,MERCH_72438,Lotte Mart,posted
TXN_CARD_C_000272_02_000002,CARD_C_000272_02,****-****-****-5176,C_000272,DEBIT,8581327.55,8581327.55,VND,DR,2024-03-04,ONLINE PAYMENT,Payment From Wallet,Payment From Aeon Mall Wallet,MERCH_67611,Aeon Mall,posted
TXN_CARD_C_000272_03_000001,CARD_C_000272_03,****-****-****-6175,C_000272,DEBIT,5541916.7,138547917.5,USD,DR,2022-07-16,ONLINE PAYMENT,Repost Retail,Gong Cha Retail Payment,MERCH_39886,Gong Cha,posted
TXN_CARD_C_000273_01_000001,CARD_C_000273_01,****-****-****-3219,C_000273,CREDIT,8970565.72,8970565.72,VND,DR,2022-05-18,CASH BY CODE,Cash Dispense (Cardless),Cash Withdrawal at Lotte Mart ATM,MERCH_73018,Lotte Mart,posted
TXN_CARD_C_000273_01_000002,CARD_C_000273_01,****-****-****-3219,C_000273,CREDIT,1957808.58,1957808.58,VND,DR,2024-07-16,ONLINE PAYMENT,Payment to Wallet,Payment to Aeon Mall Wallet,MERCH_35959,Aeon Mall,closed
TXN_CARD_C_000273_01_000003,CARD_C_000273_01,****-****-****-3219,C_000273,CREDIT,2974674.05,2974674.05,VND,DR,2025-07-11,ATM/POS,ATM 2Prs,ATM Transaction at Koi Thé,MERCH_17036,Koi Thé,posted
