customer_code,full_name,gender,dob,city,marital_status,nationality,occupation,income_range,income_currency,source_of_income,status,customer_segment
Z_000050,Hoàng Văn Em,Nam,2003-10-04 21:50:13.462005,Vĩnh Phúc,Độc thân,Việt Nam,Công nhân / lao động phổ thông,<10 triệu,VND,Lương,Active,Z
Z_000333,Nguyễn Văn An,Nam,2003-10-04 21:50:13.462005,Kon Tum,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000157,Phạm Thị Dũng,Nữ,1946-10-18 21:50:13.462005,Gia Lai,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
X_000089,Chu Văn Tài,Nam,1992-10-06 21:50:13.462005,Hà Tĩnh,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Đầu tư,Active,X
Z_000487,Võ Văn Phúc,Nam,1947-10-18 21:50:13.462005,Bắc Ninh,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
Z_000269,Lưu Thị Sơn,Nữ,2007-10-03 21:50:13.462005,Kon Tum,Độc thân,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Z
Y_000141,Lương Thị Uy,Nữ,1999-10-05 21:50:13.462005,Hậu Giang,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Lương,Active,Y
Y_000006,Hoàng Văn Em,Nam,1982-10-09 21:50:13.462005,Bình Phước,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Kinh doanh,Active,Y
X_000099,Ngô Thị Long,Nữ,1995-10-06 21:50:13.462005,An Giang,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Đầu tư,Active,X
Z_000057,Tôn Văn Rồng,Nam,1951-10-17 21:50:13.462005,Thái Bình,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Closed,Z
Z_000223,Lưu Văn Sơn,Nam,1967-10-13 21:50:13.462005,Sóc Trăng,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000372,Chu Thị Tài,Nữ,2006-10-03 21:50:13.462005,Nam Định,Độc thân,Việt Nam,Nhân viên văn phòng,<10 triệu,VND,Lương,Active,Z
Z_000135,Lương Văn Uy,Nam,1970-10-12 21:50:13.462005,Long An,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
Z_000375,Đỗ Thị Hùng,Nữ,1959-10-15 21:50:13.462005,Đồng Nai,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Y_000203,Phạm Văn Dũng,Nam,1979-10-10 21:50:13.462005,Quảng Trị,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Kinh doanh,Active,Y
X_000083,Đặng Thị Giang,Nữ,1999-10-05 21:50:13.462005,Hậu Giang,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Kinh doanh,Inactive,X
Y_000050,Hoàng Văn Em,Nam,1987-10-08 21:50:13.462005,Hưng Yên,Độc thân,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Kinh doanh,Active,Y
Z_000338,Dương Văn Minh,Nam,1949-10-17 21:50:13.462005,Nghệ An,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000485,Đinh Thị Quang,Nữ,2001-10-04 21:50:13.462005,Khánh Hòa,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Y_000207,Võ Thị Phúc,Nữ,1975-10-11 21:50:13.462005,Vĩnh Phúc,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Lương,Inactive,Y
Z_000233,Đỗ Văn Hùng,Nam,2005-10-03 21:50:13.462005,Tuyên Quang,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
X_000170,Lương Thị Uy,Nữ,1986-10-08 21:50:13.462005,Thừa Thiên Huế,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,VND,Kinh doanh,Active,X
Y_000113,Bùi Thị Hải,Nữ,2000-10-04 21:50:13.462005,Đồng Nai,Độc thân,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
Z_000218,Chu Văn Tài,Nam,1949-10-17 21:50:13.462005,Hậu Giang,Độc thân,Việt Nam,Nhân viên văn phòng,<10 triệu,VND,Khác,Active,Z
Y_000017,Đinh Văn Quang,Nam,2004-10-03 21:50:13.462005,Thái Nguyên,Độc thân,Nước ngoài,Công nhân / lao động phổ thông,20-50 triệu,VND,Lương,Active,Y
Z_000433,Vũ Thị Phong,Nữ,1970-10-12 21:50:13.462005,Tuyên Quang,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000371,Ngô Thị Long,Nữ,1965-10-13 21:50:13.462005,Bắc Giang,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
X_000077,Đinh Thị Quang,Nữ,1986-10-08 21:50:13.462005,Tây Ninh,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Lương,Active,X
Y_000015,Trần Văn Bình,Nam,1973-10-11 21:50:13.462005,Quảng Ngãi,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Kinh doanh,Closed,Y
Y_000276,Trần Văn Bình,Nam,2005-10-03 21:50:13.462005,Quảng Bình,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Inactive,Y
Y_000260,Trần Thị Bình,Nữ,1972-10-11 21:50:13.462005,Lai Châu,Độc thân,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
Y_000165,Đỗ Thị Hùng,Nữ,1974-10-11 21:50:13.462005,Quảng Bình,Độc thân,Việt Nam,Nhân viên văn phòng,10-20 triệu,USD,Lương,Active,Y
Y_000240,Lưu Văn Sơn,Nam,1972-10-11 21:50:13.462005,Thừa Thiên Huế,Độc thân,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Lương,Active,Y
Z_000016,Lương Thị Uy,Nữ,2005-10-03 21:50:13.462005,Thái Nguyên,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Y_000045,Trần Văn Bình,Nam,1981-10-09 21:50:13.463005,Thừa Thiên Huế,Độc thân,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Lương,Active,Y
Z_000229,Tôn Thị Rồng,Nữ,1948-10-17 21:50:13.463005,Hải Dương,Độc thân,Nước ngoài,Công nhân / lao động phổ thông,10-20 triệu,VND,Khác,Inactive,Z
Y_000076,Dương Thị Minh,Nữ,1972-10-11 21:50:13.463005,Tiền Giang,Độc thân,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
Z_000421,Vũ Thị Phong,Nữ,2006-10-03 21:50:13.463005,Bình Thuận,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
X_000086,Võ Thị Phúc,Nữ,1986-10-08 21:50:13.463005,Nam Định,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Đầu tư,Active,X
Z_000377,Đinh Thị Quang,Nữ,1946-10-18 21:50:13.463005,Hà Nam,Độc thân,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Lương,Active,Z
Z_000304,Vũ Văn Phong,Nam,1952-10-16 21:50:13.463005,Thái Nguyên,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000151,Lương Văn Uy,Nam,2003-10-04 21:50:13.463005,Bến Tre,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Active,Z
X_000091,Lý Văn Nam,Nam,1994-10-06 21:50:13.463005,Quảng Ninh,Độc thân,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Lương,Active,X
Z_000475,Hoàng Văn Em,Nam,1969-10-12 21:50:13.463005,Tây Ninh,Độc thân,Việt Nam,Công nhân / lao động phổ thông,<10 triệu,VND,Khác,Inactive,Z
Z_000166,Lý Thị Nam,Nữ,2004-10-03 21:50:13.463005,Cao Bằng,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Y_000246,Trần Văn Bình,Nam,1995-10-06 21:50:13.463005,Bạc Liêu,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Lương,Active,Y
Z_000441,Đặng Văn Giang,Nam,1969-10-12 21:50:13.463005,Kiên Giang,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Inactive,Z
Z_000003,Đặng Văn Giang,Nam,1946-10-18 21:50:13.463005,Bình Phước,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Inactive,Z
Z_000446,Dương Thị Minh,Nữ,2003-10-04 21:50:13.463005,Đồng Tháp,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,<10 triệu,VND,Lương,Active,Z
Z_000169,Lưu Thị Sơn,Nữ,1953-10-16 21:50:13.463005,Kiên Giang,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000429,Đinh Thị Quang,Nữ,2005-10-03 21:50:13.463005,Bắc Kạn,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
Z_000464,Lý Thị Nam,Nữ,1970-10-12 21:50:13.463005,Vĩnh Long,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Y_000144,Vũ Thị Phong,Nữ,1996-10-05 21:50:13.463005,Hải Dương,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Kinh doanh,Active,Y
Z_000334,Phan Văn Oanh,Nam,2001-10-04 21:50:13.463005,Hải Dương,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
X_000100,Nguyễn Thị An,Nữ,1989-10-07 21:50:13.463005,Phú Thọ,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Đầu tư,Inactive,X
Z_000298,Lê Văn Cường,Nam,1961-10-14 21:50:13.463005,Trà Vinh,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Active,Z
Z_000458,Lương Thị Uy,Nữ,2007-10-03 21:50:13.463005,Bắc Giang,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Inactive,Z
X_000187,Đinh Văn Quang,Nam,2000-10-04 21:50:13.463005,Thái Bình,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Đầu tư,Active,X
Z_000155,Lương Thị Uy,Nữ,1957-10-15 21:50:13.463005,Trà Vinh,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Inactive,Z
X_000065,Bùi Thị Hải,Nữ,1987-10-08 21:50:13.463005,Lâm Đồng,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
Z_000420,Nguyễn Văn An,Nam,2006-10-03 21:50:13.463005,Hà Nam,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000222,Phạm Thị Dũng,Nữ,1960-10-14 21:50:13.463005,Bà Rịa - Vũng Tàu,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Inactive,Z
X_000033,Phan Văn Oanh,Nam,1985-10-08 21:50:13.463005,Quảng Ninh,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
X_000155,Nguyễn Văn An,Nam,1997-10-05 21:50:13.463005,Đà Nẵng,Kết hôn,Nước ngoài,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
X_000190,Bùi Thị Hải,Nữ,1999-10-05 21:50:13.463005,Quảng Bình,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Đầu tư,Active,X
Y_000256,Phan Thị Oanh,Nữ,1985-10-08 21:50:13.463005,Thừa Thiên Huế,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Active,Y
Y_000210,Trần Văn Bình,Nam,1996-10-05 21:50:13.463005,Bắc Kạn,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Lương,Active,Y
Y_000298,Võ Văn Phúc,Nam,1985-10-08 21:50:13.463005,Bình Thuận,Độc thân,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
Z_000330,Trần Văn Bình,Nam,1951-10-17 21:50:13.463005,Nam Định,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000261,Vũ Thị Phong,Nữ,2004-10-03 21:50:13.463005,Bến Tre,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Y_000202,Lương Văn Uy,Nam,1973-10-11 21:50:13.463005,Hòa Bình,Độc thân,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Active,Y
Z_000426,Bùi Thị Hải,Nữ,2004-10-03 21:50:13.463005,Bà Rịa - Vũng Tàu,Độc thân,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Khác,Inactive,Z
X_000054,Lưu Văn Sơn,Nam,1989-10-07 21:50:13.463005,Sơn La,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Đầu tư,Active,X
Y_000259,Dương Thị Minh,Nữ,1997-10-05 21:50:13.463005,Đà Nẵng,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Inactive,Y
Y_000131,Lưu Văn Sơn,Nam,1972-10-11 21:50:13.463005,Bình Phước,Kết hôn,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Lương,Closed,Y
Z_000084,Lưu Văn Sơn,Nam,1950-10-17 21:50:13.463005,Bình Phước,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Y_000255,Lý Thị Nam,Nữ,1991-10-07 21:50:13.463005,Điện Biên,Độc thân,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,VND,Lương,Active,Y
Z_000432,Phạm Thị Dũng,Nữ,2002-10-04 21:50:13.463005,Ninh Thuận,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
X_000056,Chu Văn Tài,Nam,1996-10-05 21:50:13.463005,Điện Biên,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
Y_000189,Phan Thị Oanh,Nữ,1993-10-06 21:50:13.463005,Hà Tĩnh,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Inactive,Y
Z_000484,Lương Văn Uy,Nam,2003-10-04 21:50:13.463005,An Giang,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
X_000182,Vũ Thị Phong,Nữ,1990-10-07 21:50:13.463005,Yên Bái,Kết hôn,Việt Nam,Kinh doanh cá thể,>50 triệu,USD,Kinh doanh,Active,X
Z_000068,Hoàng Thị Em,Nữ,1953-10-16 21:50:13.463005,Kiên Giang,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000374,Đặng Thị Giang,Nữ,1968-10-12 21:50:13.463005,Lai Châu,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
Y_000191,Đinh Thị Quang,Nữ,2005-10-03 21:50:13.463005,Khánh Hòa,Độc thân,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
X_000070,Tôn Thị Rồng,Nữ,1991-10-07 21:50:13.463005,Thừa Thiên Huế,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Inactive,X
Y_000029,Lý Văn Nam,Nam,1979-10-10 21:50:13.463005,Lâm Đồng,Độc thân,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
Z_000442,Dương Thị Minh,Nữ,1956-10-15 21:50:13.463005,Thái Nguyên,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000311,Võ Văn Phúc,Nam,2005-10-03 21:50:13.463005,Quảng Bình,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000292,Hồ Văn Khoa,Nam,2006-10-03 21:50:13.463005,Thừa Thiên Huế,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
Z_000165,Tôn Văn Rồng,Nam,2003-10-04 21:50:13.463005,Bình Thuận,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000385,Phan Văn Oanh,Nam,1970-10-12 21:50:13.463005,Ninh Thuận,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Active,Z
Y_000021,Lê Văn Cường,Nam,2005-10-03 21:50:13.463005,An Giang,Kết hôn,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Lương,Closed,Y
X_000137,Phạm Thị Dũng,Nữ,1987-10-08 21:50:13.463005,Quảng Nam,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Đầu tư,Active,X
Y_000283,Lương Thị Uy,Nữ,1994-10-06 21:50:13.463005,Nam Định,Độc thân,Việt Nam,Công nhân / lao động phổ thông,20-50 triệu,USD,Lương,Inactive,Y
X_000026,Lưu Văn Sơn,Nam,1985-10-08 21:50:13.463005,Cà Mau,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Lương,Active,X
Z_000396,Đinh Văn Quang,Nam,1947-10-18 21:50:13.463005,Kiên Giang,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000196,Đỗ Văn Hùng,Nam,1965-10-13 21:50:13.463005,Vĩnh Phúc,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Y_000173,Lê Văn Cường,Nam,1985-10-08 21:50:13.463005,Kon Tum,Kết hôn,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Lương,Active,Y
X_000162,Lương Thị Uy,Nữ,1985-10-08 21:50:13.463005,Cà Mau,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Đầu tư,Active,X
Y_000261,Lưu Văn Sơn,Nam,1977-10-10 21:50:13.463005,Long An,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Kinh doanh,Active,Y
X_000095,Lương Thị Uy,Nữ,2000-10-04 21:50:13.463005,Quảng Nam,Kết hôn,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Active,X
Y_000005,Lưu Thị Sơn,Nữ,2000-10-04 21:50:13.463005,Trà Vinh,Độc thân,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Lương,Active,Y
Z_000099,Hoàng Thị Em,Nữ,1957-10-15 21:50:13.463005,Nghệ An,Độc thân,Việt Nam,Nhân viên văn phòng,<10 triệu,VND,Khác,Active,Z
Z_000001,Đặng Văn Giang,Nam,1955-10-16 21:50:13.463005,Hà Nam,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
X_000186,Hồ Văn Khoa,Nam,1995-10-06 21:50:13.463005,Vĩnh Phúc,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
Z_000043,Đặng Thị Giang,Nữ,2006-10-03 21:50:13.463005,Hậu Giang,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Inactive,Z
Z_000175,Chu Thị Tài,Nữ,2001-10-04 21:50:13.463005,Quảng Trị,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000234,Lý Thị Nam,Nữ,2004-10-03 21:50:13.463005,Thanh Hóa,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Active,Z
Y_000043,Nguyễn Văn An,Nam,1985-10-08 21:50:13.463005,Quảng Trị,Độc thân,Việt Nam,Công nhân / lao động phổ thông,10-20 triệu,VND,Lương,Active,Y
Z_000302,Đỗ Thị Hùng,Nữ,2004-10-03 21:50:13.463005,Ninh Thuận,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Active,Z
X_000074,Ngô Thị Long,Nữ,1996-10-05 21:50:13.463005,Hậu Giang,Kết hôn,Việt Nam,Kinh doanh cá thể,20-50 triệu,VND,Đầu tư,Active,X
Z_000316,Đinh Văn Quang,Nam,2006-10-03 21:50:13.463005,Kiên Giang,Kết hôn,Việt Nam,Nhân viên văn phòng,<10 triệu,VND,Khác,Closed,Z
Y_000146,Đinh Thị Quang,Nữ,2005-10-03 21:50:13.463005,Hải Dương,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Inactive,Y
Z_000143,Phạm Thị Dũng,Nữ,2007-10-03 21:50:13.463005,Bắc Giang,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000195,Võ Văn Phúc,Nam,1959-10-15 21:50:13.463005,Phú Yên,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000037,Trần Văn Bình,Nam,2002-10-04 21:50:13.463005,Vĩnh Phúc,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
Z_000204,Tôn Văn Rồng,Nam,1956-10-15 21:50:13.463005,Hậu Giang,Độc thân,Việt Nam,Công nhân / lao động phổ thông,<10 triệu,VND,Lương,Active,Z
X_000021,Trần Thị Bình,Nữ,1989-10-07 21:50:13.463005,Hà Nam,Kết hôn,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Active,X
Y_000132,Nguyễn Văn An,Nam,1984-10-08 21:50:13.463005,Bắc Kạn,Kết hôn,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Lương,Active,Y
Y_000295,Bùi Văn Hải,Nam,1984-10-08 21:50:13.463005,Phú Thọ,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Kinh doanh,Inactive,Y
Z_000161,Ngô Thị Long,Nữ,1962-10-14 21:50:13.463005,Vĩnh Long,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
X_000073,Đặng Văn Giang,Nam,1990-10-07 21:50:13.463005,Nghệ An,Độc thân,Việt Nam,Quản lý / chuyên gia,>50 triệu,VND,Kinh doanh,Inactive,X
Z_000360,Hoàng Thị Em,Nữ,1953-10-16 21:50:13.463005,Hậu Giang,Kết hôn,Việt Nam,Công nhân / lao động phổ thông,<10 triệu,VND,Khác,Active,Z
X_000040,Hồ Văn Khoa,Nam,1994-10-06 21:50:13.463005,Hải Phòng,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Kinh doanh,Closed,X
Y_000206,Phan Văn Oanh,Nam,1990-10-07 21:50:13.463005,Thừa Thiên Huế,Độc thân,Việt Nam,Nhân viên văn phòng,20-50 triệu,VND,Lương,Inactive,Y
X_000001,Dương Văn Minh,Nam,1999-10-05 21:50:13.463005,Bắc Giang,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,VND,Đầu tư,Inactive,X
Z_000134,Chu Văn Tài,Nam,2005-10-03 21:50:13.463005,Hà Nội,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
Z_000443,Đỗ Văn Hùng,Nam,1968-10-12 21:50:13.463005,Quảng Trị,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Y_000216,Trần Văn Bình,Nam,1983-10-09 21:50:13.463005,Thái Bình,Kết hôn,Việt Nam,Nhân viên văn phòng,20-50 triệu,USD,Lương,Active,Y
Z_000412,Vũ Thị Phong,Nữ,2004-10-03 21:50:13.463005,Sơn La,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000184,Đỗ Văn Hùng,Nam,1952-10-16 21:50:13.463005,Hà Tĩnh,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
X_000132,Hồ Thị Khoa,Nữ,1996-10-05 21:50:13.464005,Quảng Nam,Độc thân,Việt Nam,Quản lý / chuyên gia,20-50 triệu,USD,Đầu tư,Active,X
Z_000488,Đặng Văn Giang,Nam,1966-10-13 21:50:13.464005,Vĩnh Long,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Khác,Active,Z
Z_000029,Trần Văn Bình,Nam,2004-10-03 21:50:13.464005,Cần Thơ,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000439,Phạm Văn Dũng,Nam,1952-10-16 21:50:13.464005,Quảng Ngãi,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Inactive,Z
Z_000077,Lưu Văn Sơn,Nam,1964-10-13 21:50:13.464005,Yên Bái,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Inactive,Z
Z_000167,Chu Thị Tài,Nữ,1968-10-12 21:50:13.464005,Bà Rịa - Vũng Tàu,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Khác,Active,Z
Z_000470,Lý Thị Nam,Nữ,2004-10-03 21:50:13.464005,Bình Thuận,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000440,Vũ Văn Phong,Nam,1953-10-16 21:50:13.464005,Trà Vinh,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
Z_000251,Tôn Thị Rồng,Nữ,2004-10-03 21:50:13.464005,Đắk Lắk,Kết hôn,Việt Nam,"Khác (sinh viên, nội trợ…)",10-20 triệu,VND,Lương,Active,Z
Y_000237,Chu Văn Tài,Nam,1995-10-06 21:50:13.464005,Tuyên Quang,Độc thân,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Kinh doanh,Inactive,Y
Y_000186,Nguyễn Văn An,Nam,1987-10-08 21:50:13.464005,Kon Tum,Kết hôn,Việt Nam,Nhân viên văn phòng,10-20 triệu,VND,Kinh doanh,Active,Y
Z_000250,Vũ Thị Phong,Nữ,2001-10-04 21:50:13.464005,Tây Ninh,Độc thân,Việt Nam,"Khác (sinh viên, nội trợ…)",<10 triệu,VND,Lương,Active,Z
